WeekEndingDate,HBT,Attendances,Within4Hours,Over4Hours,Over8Hours,Over12Hours,BreachRate,Within4HoursPct,BreachedTarget,BoardName
2015-05-17,S08000024,4110,3885,225,10,0,0.05474452554744526,0.9452554744525548,1,Lothian
2015-05-17,S08000025,103,102,1,0,0,0.009708737864077669,0.9902912621359223,0,Orkney
2015-05-17,S08000026,153,149,4,0,0,0.026143790849673203,0.9738562091503268,0,Shetland
2015-05-17,S08000028,125,123,2,0,0,0.016,0.984,0,Western Isles
2015-05-17,S08000029,1203,1163,40,3,0,0.03325020781379884,0.9667497921862012,0,Fife
2015-05-17,S08000030,1376,1361,15,0,0,0.010901162790697675,0.9890988372093024,0,Tayside
2015-05-17,S08000031,7311,6447,864,71,0,0.11817808781288469,0.8818219121871153,1,Greater Glasgow & Clyde
2015-05-17,S08000032,3603,3274,329,88,43,0.0913127948931446,0.9086872051068554,1,Lanarkshire
2015-05-24,S08000015,2386,2099,287,16,0,0.12028499580888516,0.8797150041911148,1,Ayrshire & Arran
2015-05-24,S08000016,520,510,10,0,0,0.019230769230769232,0.9807692307692307,0,Borders
2015-05-24,S08000017,939,922,17,0,0,0.01810436634717785,0.9818956336528222,0,Dumfries & Galloway
2015-05-24,S08000019,1250,1093,157,7,0,0.1256,0.8744,1,Forth Valley
2015-05-24,S08000020,1907,1819,88,5,0,0.04614577871001573,0.9538542212899843,0,Grampian
2015-05-24,S08000022,1104,1057,47,4,0,0.042572463768115944,0.957427536231884,0,Highland
2015-05-24,S08000024,4103,3875,228,11,0,0.055569095783573,0.9444309042164271,1,Lothian
2015-05-24,S08000025,113,109,4,0,0,0.035398230088495575,0.9646017699115044,0,Orkney
2015-05-24,S08000026,142,139,3,0,0,0.02112676056338028,0.9788732394366197,0,Shetland
2015-05-24,S08000028,117,117,0,0,0,0.0,1.0,0,Western Isles
2015-05-24,S08000029,1232,1183,49,0,0,0.03977272727272727,0.9602272727272727,0,Fife
2015-05-24,S08000030,1332,1315,17,0,0,0.012762762762762763,0.9872372372372372,0,Tayside
2015-05-24,S08000031,6720,5927,793,76,1,0.11800595238095238,0.8819940476190476,1,Greater Glasgow & Clyde
2015-05-24,S08000032,3611,3268,343,66,35,0.09498753807809471,0.9050124619219053,1,Lanarkshire
2015-05-31,S08000015,2297,2130,167,10,2,0.07270352633870265,0.9272964736612973,1,Ayrshire & Arran
2015-05-31,S08000016,635,596,39,1,0,0.06141732283464567,0.9385826771653544,1,Borders
2015-05-31,S08000017,877,862,15,2,0,0.01710376282782212,0.9828962371721779,0,Dumfries & Galloway
2015-05-31,S08000019,1204,1082,122,3,0,0.10132890365448505,0.8986710963455149,1,Forth Valley
2015-05-31,S08000020,1919,1822,97,4,0,0.05054715997915581,0.9494528400208442,1,Grampian
2015-05-31,S08000022,1126,1064,62,3,0,0.055062166962699825,0.9449378330373002,1,Highland
2015-05-31,S08000024,4169,3914,255,23,2,0.061165747181578314,0.9388342528184217,1,Lothian
2015-05-31,S08000025,108,105,3,1,0,0.027777777777777776,0.9722222222222222,0,Orkney
2015-05-31,S08000026,145,144,1,0,0,0.006896551724137931,0.993103448275862,0,Shetland
2015-05-31,S08000028,126,125,1,0,0,0.007936507936507936,0.9920634920634921,0,Western Isles
2015-05-31,S08000029,1249,1215,34,1,0,0.02722177742193755,0.9727782225780625,0,Fife
2015-05-31,S08000030,1476,1463,13,0,0,0.008807588075880758,0.9911924119241192,0,Tayside
2015-05-31,S08000031,6601,5832,769,61,1,0.1164975003787305,0.8835024996212695,1,Greater Glasgow & Clyde
2015-05-31,S08000032,3688,3346,342,47,16,0.09273318872017354,0.9072668112798264,1,Lanarkshire
2015-06-07,S08000015,2178,1956,222,26,5,0.10192837465564739,0.8980716253443526,1,Ayrshire & Arran
2015-06-07,S08000016,543,519,24,0,0,0.04419889502762431,0.9558011049723757,0,Borders
2015-06-07,S08000017,909,897,12,0,0,0.013201320132013201,0.9867986798679867,0,Dumfries & Galloway
2015-06-07,S08000019,1209,1101,108,1,0,0.08933002481389578,0.9106699751861043,1,Forth Valley
2015-06-07,S08000020,1963,1863,100,0,0,0.05094243504839532,0.9490575649516046,1,Grampian
2015-06-07,S08000022,1051,1013,38,3,0,0.03615604186489058,0.9638439581351094,0,Highland
2015-06-07,S08000024,4100,3942,158,14,0,0.03853658536585366,0.9614634146341463,0,Lothian
2015-06-07,S08000025,102,102,0,0,0,0.0,1.0,0,Orkney
2015-06-07,S08000026,129,125,4,0,0,0.031007751937984496,0.9689922480620154,0,Shetland
2015-06-07,S08000028,128,123,5,0,0,0.0390625,0.9609375,0,Western Isles
2015-06-07,S08000029,1237,1188,49,1,0,0.039611964430072755,0.9603880355699272,0,Fife
2015-06-07,S08000030,1415,1379,36,0,0,0.025441696113074206,0.9745583038869258,0,Tayside
2015-06-07,S08000031,6227,5453,774,68,8,0.12429741448530593,0.875702585514694,1,Greater Glasgow & Clyde
2015-06-07,S08000032,3602,3288,314,39,7,0.08717379233759023,0.9128262076624097,1,Lanarkshire
2015-06-14,S08000015,2443,2211,232,19,4,0.09496520671305772,0.9050347932869423,1,Ayrshire & Arran
2015-06-14,S08000016,561,532,29,0,0,0.05169340463458111,0.948306595365419,1,Borders
2015-06-14,S08000017,940,902,38,0,0,0.04042553191489362,0.9595744680851064,0,Dumfries & Galloway
2015-06-14,S08000019,1320,1176,144,4,0,0.10909090909090909,0.8909090909090909,1,Forth Valley
2015-06-14,S08000020,2084,1943,141,7,0,0.06765834932821498,0.932341650671785,1,Grampian
2015-06-14,S08000022,1184,1120,64,1,0,0.05405405405405406,0.9459459459459459,1,Highland
2015-06-14,S08000024,4300,4159,141,3,0,0.032790697674418605,0.9672093023255814,0,Lothian
2015-06-14,S08000025,111,111,0,0,0,0.0,1.0,0,Orkney
2015-06-14,S08000026,157,152,5,0,0,0.03184713375796178,0.9681528662420382,0,Shetland
2015-06-14,S08000028,124,123,1,0,0,0.008064516129032258,0.9919354838709677,0,Western Isles
2015-06-14,S08000029,1248,1203,45,1,0,0.036057692307692304,0.9639423076923077,0,Fife
2015-06-14,S08000030,1458,1427,31,0,0,0.021262002743484224,0.9787379972565158,0,Tayside
2015-06-14,S08000031,6544,5709,835,44,0,0.12759779951100245,0.8724022004889975,1,Greater Glasgow & Clyde
2015-06-14,S08000032,3940,3595,345,60,12,0.08756345177664974,0.9124365482233503,1,Lanarkshire
2015-06-21,S08000015,2321,2164,157,14,1,0.06764325721671693,0.9323567427832831,1,Ayrshire & Arran
2015-06-21,S08000016,512,497,15,0,0,0.029296875,0.970703125,0,Borders
2015-06-21,S08000017,899,878,21,0,0,0.02335928809788654,0.9766407119021134,0,Dumfries & Galloway
2015-06-21,S08000019,1271,1167,104,5,0,0.08182533438237609,0.918174665617624,1,Forth Valley
2015-06-21,S08000020,1958,1803,155,14,0,0.07916241062308478,0.9208375893769152,1,Grampian
2015-06-21,S08000022,1081,1031,50,2,0,0.04625346901017576,0.9537465309898242,0,Highland
2015-06-21,S08000024,4209,4014,195,6,0,0.04632929436920884,0.9536707056307911,0,Lothian
2015-06-21,S08000025,118,117,1,0,0,0.00847457627118644,0.9915254237288136,0,Orkney
2015-06-21,S08000026,156,149,7,0,0,0.04487179487179487,0.9551282051282052,0,Shetland
2015-06-21,S08000028,126,126,0,0,0,0.0,1.0,0,Western Isles
2015-06-21,S08000029,1314,1260,54,10,0,0.0410958904109589,0.958904109589041,0,Fife
2015-06-21,S08000030,1403,1381,22,0,0,0.015680684248039915,0.9843193157519601,0,Tayside
2015-06-21,S08000031,6191,5681,510,6,0,0.08237764496850267,0.9176223550314974,1,Greater Glasgow & Clyde
2015-06-21,S08000032,3733,3484,249,24,1,0.0667023841414412,0.9332976158585587,1,Lanarkshire
2015-06-28,S08000015,2273,2126,147,3,0,0.06467223933128025,0.9353277606687197,1,Ayrshire & Arran
2015-06-28,S08000016,517,504,13,0,0,0.025145067698259187,0.9748549323017408,0,Borders
2015-06-28,S08000017,926,899,27,0,0,0.029157667386609073,0.9708423326133909,0,Dumfries & Galloway
2015-06-28,S08000019,1227,1183,44,2,0,0.035859820700896494,0.9641401792991035,0,Forth Valley
2015-06-28,S08000020,1967,1876,91,6,0,0.046263345195729534,0.9537366548042705,0,Grampian
2015-06-28,S08000022,1076,1056,20,0,0,0.01858736059479554,0.9814126394052045,0,Highland
2015-06-28,S08000024,4025,3817,208,19,0,0.05167701863354037,0.9483229813664596,1,Lothian
2015-06-28,S08000025,124,121,3,1,0,0.024193548387096774,0.9758064516129032,0,Orkney
2015-06-28,S08000026,140,133,7,1,0,0.05,0.95,0,Shetland
2015-06-28,S08000028,142,139,3,0,0,0.02112676056338028,0.9788732394366197,0,Western Isles
2015-06-28,S08000029,1310,1255,55,2,0,0.04198473282442748,0.9580152671755725,0,Fife
2015-06-28,S08000030,1372,1350,22,0,0,0.016034985422740525,0.9839650145772595,0,Tayside
2015-06-28,S08000031,6063,5613,450,17,0,0.07422068283028203,0.925779317169718,1,Greater Glasgow & Clyde
2015-06-28,S08000032,3558,3341,217,30,11,0.060989319842608206,0.9390106801573918,1,Lanarkshire
2015-07-05,S08000015,2359,2206,153,19,1,0.06485799067401442,0.9351420093259856,1,Ayrshire & Arran
2015-07-05,S08000016,484,472,12,0,0,0.024793388429752067,0.9752066115702479,0,Borders
2015-07-05,S08000017,932,923,9,0,0,0.009656652360515022,0.990343347639485,0,Dumfries & Galloway
2015-07-05,S08000019,1225,1074,151,10,0,0.12326530612244897,0.876734693877551,1,Forth Valley
2015-07-05,S08000020,2044,1965,79,4,0,0.038649706457925634,0.9613502935420744,0,Grampian
2015-07-05,S08000022,1226,1188,38,1,0,0.03099510603588907,0.9690048939641109,0,Highland
2015-07-05,S08000024,4070,3712,358,60,10,0.08796068796068796,0.912039312039312,1,Lothian
2015-07-05,S08000025,136,135,1,0,0,0.007352941176470588,0.9926470588235294,0,Orkney
2015-07-05,S08000026,172,167,5,1,0,0.029069767441860465,0.9709302325581395,0,Shetland
2015-07-05,S08000028,139,139,0,0,0,0.0,1.0,0,Western Isles
2015-07-05,S08000029,1297,1251,46,6,0,0.03546646106399383,0.9645335389360061,0,Fife
2015-07-05,S08000030,1500,1479,21,0,0,0.014,0.986,0,Tayside
