WeekEndingDate,HBT,Attendances,Within4Hours,Over4Hours,Over8Hours,Over12Hours,BreachRate,Within4HoursPct,BreachedTarget,BoardName,WeekOfYear,Month,Year,FluSeasonFlag,WinterFlag,ChristmasWeek,CovidPhase,CovidEra,PostCovidStress,VaxRollout,Lag1_BreachRate,Lag2_BreachRate,Lag4_BreachRate,Lag8_BreachRate,Lag1_Attendances,Lag4_Attendances,RollingMean4W,RollingMean8W,RollingStd4W,RollingMax4W,BreachRateDelta,SIMDScore,IsUrban,PopulationK,AttendancesPer1000,FluSearchIndex,IsSchoolHoliday,DaysToNextHoliday,DaysSinceHoliday,TotalClinicalWTE,StaffingRatioPer1000,StaffingPressureFlag
2016-09-04,S08000022,1270,1196,74,6,0,0.058267716535433,0.9417322834645668,1,Highland,35,9,2016,0,0,0,0,0,0,0,0.0498812351543943,0.0714806710430342,0.0433715220949263,0.047451669595782,1263.0,1222.0,0.0614868845546309,0.0514463489255168,0.0178128852639779,0.081214109926169,0.0070240922972514,22.8,0,321,3.956386292834891,27.75,0,36,20,4807.979717391301,3785.8108010955125,0
2016-09-11,S08000022,1260,1193,67,2,1,0.0531746031746031,0.9468253968253968,1,Highland,36,9,2016,0,0,0,0,0,0,0,0.058267716535433,0.0498812351543943,0.081214109926169,0.0376712328767123,1270.0,1219.0,0.0652109331647576,0.0527983547929732,0.0138878745406432,0.081214109926169,0.0148961944405067,22.8,0,321,3.925233644859813,27.75,0,29,27,4813.660293478259,3820.365312284332,0
2016-09-18,S08000022,1199,1146,53,0,0,0.0442035029190992,0.9557964970809008,0,Highland,37,9,2016,0,0,0,0,0,0,0,0.0531746031746031,0.058267716535433,0.0714806710430342,0.0376432078559738,1260.0,1371.0,0.0582010564768661,0.0547362760802095,0.0095015308630956,0.0714806710430342,-0.0280395067515659,22.8,0,321,3.735202492211838,27.75,0,22,34,4819.340869565216,4019.466947093591,0
2016-09-25,S08000022,1165,1125,40,3,1,0.0343347639484978,0.965665236051502,0,Highland,38,9,2016,0,0,0,0,0,0,0,0.0442035029190992,0.0531746031746031,0.0498812351543943,0.0428571428571428,1199.0,1263.0,0.0513817644458824,0.0555563129631002,0.0058994246495821,0.058267716535433,-0.027277168123935,22.8,0,321,3.629283489096573,27.75,0,15,41,4825.021445652173,4141.64930957268,0
2016-10-02,S08000022,1184,1118,66,3,0,0.0557432432432432,0.9442567567567568,1,Highland,39,10,2016,1,0,0,0,0,0,0,0.0343347639484978,0.0442035029190992,0.058267716535433,0.0433715220949263,1165.0,1270.0,0.0474951466444082,0.0544910155995196,0.0105251299224374,0.058267716535433,-0.0155464712058965,22.8,0,321,3.688473520249221,27.75,0,8,48,4829.367260869565,4078.8574838425384,0
2016-10-09,S08000022,1119,1080,39,1,0,0.03485254691689,0.96514745308311,0,Highland,40,10,2016,1,0,0,0,0,0,0,0.0557432432432432,0.0343347639484978,0.0531746031746031,0.081214109926169,1184.0,1260.0,0.0468640283213608,0.0560374807430592,0.0097078091202996,0.0557432432432432,-0.0025244732921897,22.8,0,321,3.485981308411215,27.75,0,1,55,4830.376173913043,4316.690057116214,0
2016-10-16,S08000022,953,921,32,1,0,0.0335781741867785,0.9664218258132214,0,Highland,41,10,2016,1,0,0,0,0,0,0,0.03485254691689,0.0557432432432432,0.0442035029190992,0.0714806710430342,1119.0,1199.0,0.0422835142569325,0.0502422853668993,0.0100540633232272,0.0557432432432432,-0.018322056257713,22.8,0,321,2.9688473520249223,27.75,1,1,1,4831.385086956522,5069.659062913454,0
2016-10-23,S08000022,962,917,45,3,0,0.0467775467775467,0.9532224532224532,0,Highland,42,10,2016,1,0,0,0,0,0,0,0.0335781741867785,0.03485254691689,0.0343347639484978,0.0498812351543943,953.0,1165.0,0.0396271820738523,0.0455044732598673,0.0107567770038102,0.0557432432432432,-0.0106253287323207,22.8,0,321,2.9968847352024923,27.75,1,60,2,4832.394,5023.278586278587,0
2016-10-30,S08000022,1070,1031,39,1,0,0.0364485981308411,0.9635514018691588,0,Highland,43,10,2016,1,0,0,0,0,0,0,0.0467775467775467,0.0335781741867785,0.0557432432432432,0.058267716535433,962.0,1184.0,0.0427378777811146,0.0451165122127614,0.0105124857380583,0.0557432432432432,0.0124427828290488,22.8,0,321,3.333333333333333,27.75,0,54,9,4833.402913043479,4517.198984152784,0
2016-11-06,S08000022,974,927,47,4,1,0.0482546201232032,0.9517453798767967,0,Highland,44,11,2016,1,0,0,0,0,0,0,0.0364485981308411,0.0467775467775467,0.03485254691689,0.0531746031746031,1070.0,1119.0,0.037914216503014,0.0423891224121874,0.0060244431109458,0.0467775467775467,-0.0192946451124021,22.8,0,321,3.034267912772586,28.25,0,47,16,4834.411826086957,4963.4618337648435,0
2016-11-13,S08000022,952,912,40,1,0,0.042016806722689,0.957983193277311,0,Highland,45,11,2016,1,0,0,0,0,0,0,0.0482546201232032,0.0364485981308411,0.0335781741867785,0.0442035029190992,974.0,953.0,0.0412647348045923,0.0417741245307624,0.007337755769717,0.0482546201232032,0.0134020732063132,22.8,0,321,2.965732087227414,28.25,0,40,23,4835.420739130436,5079.223465473147,0
2016-11-20,S08000022,1057,1006,51,1,1,0.0482497634815515,0.9517502365184484,0,Highland,46,11,2016,1,0,0,0,0,0,0,0.042016806722689,0.0482546201232032,0.0467775467775467,0.0343347639484978,952.0,962.0,0.04337439293857,0.0415007875062111,0.0053294073303286,0.0482546201232032,0.0084386325359105,22.8,0,321,3.292834890965732,28.25,0,33,30,4836.429652173914,4575.619349265766,0
2016-11-27,S08000022,978,943,35,1,0,0.0357873210633946,0.9642126789366052,0,Highland,47,11,2016,1,0,0,0,0,0,0,0.0482497634815515,0.042016806722689,0.0364485981308411,0.0557432432432432,1057.0,1070.0,0.0437424471145712,0.0432401624478429,0.0056819501890173,0.0482546201232032,0.0014722167040048,22.8,0,321,3.046728971962617,28.25,0,26,37,4837.438565217393,4946.256201653777,0
2016-12-04,S08000022,1075,975,100,5,0,0.0930232558139534,0.9069767441860463,1,Highland,48,12,2016,1,1,0,0,0,0,0,0.0357873210633946,0.0482497634815515,0.0482546201232032,0.03485254691689,978.0,974.0,0.0435771278477095,0.0407456721753618,0.0059673598155322,0.0482546201232032,-0.0006612770674465,22.8,0,321,3.3489096573208723,34.25,0,19,44,4838.447478260871,4500.881375126392,0
2016-12-11,S08000022,1057,988,69,3,0,0.065279091769158,0.934720908230842,1,Highland,49,12,2016,1,1,0,0,0,0,0,0.0930232558139534,0.0357873210633946,0.042016806722689,0.0335781741867785,1075.0,952.0,0.0547692867703971,0.0480170107874947,0.0260051988454114,0.0930232558139534,0.0447686356907502,22.8,0,321,3.292834890965732,34.25,0,12,51,4839.45639130435,4578.482867837607,0
2016-12-18,S08000022,1113,1015,98,11,2,0.0880503144654088,0.9119496855345912,1,Highland,50,12,2016,1,1,0,0,0,0,0,0.065279091769158,0.0930232558139534,0.0482497634815515,0.0467775467775467,1057.0,1057.0,0.0605848580320143,0.0519796254852921,0.0247747040232382,0.0930232558139534,0.0232622850464689,22.8,0,321,3.467289719626168,34.25,0,5,58,4840.465304347828,4349.025430680888,0
2016-12-25,S08000022,941,884,57,3,0,0.0605738575982996,0.9394261424017004,1,Highland,51,12,2016,1,1,1,0,0,0,0,0.0880503144654088,0.065279091769158,0.0357873210633946,0.0364485981308411,1113.0,978.0,0.0705349957779787,0.0571387214462749,0.0261249156501881,0.0930232558139534,0.0398005509838573,22.8,0,321,2.931464174454829,34.25,1,1,1,4841.474217391306,5145.031049300007,0
2017-01-01,S08000022,1090,1026,64,1,0,0.0587155963302752,0.9412844036697248,1,Highland,52,1,2017,1,1,1,0,0,0,0,0.0605738575982996,0.0880503144654088,0.0930232558139534,0.0482546201232032,941.0,1075.0,0.0767316299117049,0.0601543788797072,0.0161839831376931,0.0930232558139534,0.024786536534905,22.8,0,321,3.3956386292834893,32.0,1,1,1,4842.214522222225,4442.398644240573,0
2017-01-08,S08000022,1054,971,83,2,0,0.0787476280834914,0.9212523719165086,1,Highland,1,1,2017,1,1,1,0,0,0,0,0.0587155963302752,0.0605738575982996,0.065279091769158,0.042016806722689,1090.0,1057.0,0.0681547150407854,0.0614620009055912,0.0135483141295611,0.0880503144654088,-0.0343076594836782,22.8,0,321,3.283489096573209,32.0,1,36,3,4841.3431777777805,4593.304722749317,0
2017-01-15,S08000022,918,887,31,0,0,0.0337690631808278,0.9662309368191722,0,Highland,2,1,2017,1,1,0,0,0,0,0,0.0787476280834914,0.0587155963302752,0.0880503144654088,0.0482497634815515,1054.0,1113.0,0.0715218491193687,0.0660533535756915,0.0142508558477163,0.0880503144654088,0.0134685363143333,22.8,0,321,2.8598130841121496,32.0,0,29,10,4840.471833333336,5272.845134350039,0
2017-01-22,S08000022,988,913,75,3,1,0.075910931174089,0.9240890688259108,1,Highland,3,1,2017,1,1,0,0,0,0,0,0.0337690631808278,0.0787476280834914,0.0605738575982996,0.0357873210633946,918.0,941.0,0.0579515362982235,0.0642432660381011,0.0184817910058185,0.0787476280834914,-0.054281251284581,22.8,0,321,3.0778816199376946,32.0,0,22,17,4839.600488888891,4898.381061628433,0
2017-01-29,S08000022,961,883,78,5,1,0.0811654526534859,0.918834547346514,1,Highland,4,1,2017,1,1,0,0,0,0,0,0.075910931174089,0.0337690631808278,0.0587155963302752,0.0930232558139534,988.0,1090.0,0.0617858046921708,0.0692587173019378,0.020668709322608,0.0787476280834914,0.0153370735757893,22.8,0,321,2.9937694704049846,32.0,0,15,24,4838.729144444446,5035.09796508267,0
2017-02-05,S08000022,1048,946,102,7,3,0.0973282442748091,0.9026717557251908,1,Highland,5,2,2017,1,1,0,0,0,0,0,0.0811654526534859,0.075910931174089,0.0787476280834914,0.065279091769158,961.0,1054.0,0.0673982687729735,0.0677764919068794,0.0225220795270866,0.0811654526534859,0.0224498563232107,22.8,0,321,3.264797507788162,31.25,0,8,31,4837.857800000002,4616.276526717558,0
2017-02-12,S08000022,1005,891,114,5,2,0.1134328358208955,0.8865671641791045,1,Highland,6,2,2017,1,1,0,0,0,0,0,0.0973282442748091,0.0811654526534859,0.0337690631808278,0.0880503144654088,1048.0,918.0,0.0720434228208029,0.0717826359700858,0.0270950047729726,0.0973282442748091,0.0185806161913177,22.8,0,321,3.130841121495327,31.25,0,1,38,4836.986455555557,4812.921846323938,0
2017-02-19,S08000022,994,947,47,2,0,0.0472837022132796,0.9527162977867204,0,Highland,7,2,2017,1,1,0,0,0,0,0,0.1134328358208955,0.0973282442748091,0.075910931174089,0.0605738575982996,1005.0,988.0,0.0919593659808198,0.0749554511395216,0.0169705193966105,0.1134328358208955,0.0796637726400677,22.8,0,321,3.0965732087227416,31.25,1,47,2,4836.115111111112,4865.30695282808,0
2017-02-26,S08000022,980,905,75,5,0,0.0765306122448979,0.923469387755102,1,Highland,8,2,2017,1,1,0,0,0,0,0,0.0472837022132796,0.1134328358208955,0.0811654526534859,0.0587155963302752,994.0,961.0,0.0848025587406175,0.0732941817163941,0.028269410438393,0.1134328358208955,-0.0286272289608093,22.8,0,321,3.0529595015576323,31.25,0,40,9,4835.243766666667,4933.922210884354,0
2017-03-05,S08000022,1008,906,102,10,3,0.1011904761904761,0.8988095238095238,1,Highland,9,3,2017,1,0,0,0,0,0,0,0.0765306122448979,0.0472837022132796,0.0973282442748091,0.0787476280834914,980.0,1048.0,0.0836438486384705,0.075521058705722,0.0285616574060324,0.1134328358208955,-0.0046348404085879,22.8,0,321,3.1401869158878504,32.5,0,33,16,4834.372422222223,4796.004387125221,0
2017-03-12,S08000022,1075,1021,54,3,0,0.0502325581395348,0.9497674418604652,1,Highland,10,3,2017,1,0,0,0,0,0,0,0.1011904761904761,0.0765306122448979,0.1134328358208955,0.0337690631808278,1008.0,1005.0,0.0846094066173872,0.0783264147190951,0.029235806054751,0.1134328358208955,0.0038622319156669,22.8,0,321,3.3489096573208723,32.5,0,26,23,4833.501077777778,4496.280072351422,0
2017-03-19,S08000022,1052,1000,52,3,0,0.0494296577946768,0.9505703422053232,0,Highland,11,3,2017,1,0,0,0,0,0,0,0.0502325581395348,0.1011904761904761,0.0472837022132796,0.075910931174089,1075.0,994.0,0.0688093371970471,0.0803843515889334,0.0252758510076473,0.1011904761904761,-0.0632002776813607,22.8,0,321,3.277258566978193,32.5,0,19,30,4832.629733333333,4593.754499366286,0
2017-03-26,S08000022,1075,1022,53,2,0,0.0493023255813953,0.9506976744186046,0,Highland,12,3,2017,1,0,0,0,0,0,0,0.0494296577946768,0.0502325581395348,0.0765306122448979,0.0811654526534859,1052.0,980.0,0.0693458260923964,0.0770741924165069,0.0246824746424616,0.1011904761904761,0.0021459555813971,22.8,0,321,3.3489096573208723,32.5,0,12,37,4831.7583888888885,4494.6589664082685,0
2017-04-02,S08000022,1155,1081,74,2,0,0.064069264069264,0.935930735930736,1,Highland,13,4,2017,0,0,0,0,0,0,0,0.0493023255813953,0.0494296577946768,0.1011904761904761,0.0973282442748091,1075.0,1008.0,0.0625387544265207,0.0730913015324956,0.0257711047845394,0.1011904761904761,-0.0272282866635026,22.8,0,321,3.5981308411214954,31.5,0,5,44,4830.866835164835,4182.568688454402,0
2017-04-09,S08000022,1121,1068,53,4,0,0.047279214986619,0.9527207850133808,0,Highland,14,4,2017,0,0,0,0,0,0,0,0.064069264069264,0.0493023255813953,0.0502325581395348,0.1134328358208955,1155.0,1075.0,0.0532584513962177,0.0689339290068025,0.0072189632810268,0.064069264069264,-0.0371212121212121,22.8,0,321,3.4922118380062304,31.5,1,1,1,4829.924758241758,4308.585868190686,0
2017-04-16,S08000022,1168,1088,80,5,0,0.0684931506849315,0.9315068493150684,1,Highland,15,4,2017,0,0,0,0,0,0,0,0.047279214986619,0.064069264069264,0.0494296577946768,0.0472837022132796,1121.0,1052.0,0.0525201156079887,0.0606647264025179,0.0077621940982077,0.064069264069264,-0.0029533431529157,22.8,0,321,3.638629283489097,31.5,1,1,1,4828.982681318682,4134.402980581063,0
2017-04-23,S08000022,1035,991,44,5,2,0.0425120772946859,0.957487922705314,0,Highland,16,4,2017,0,0,0,0,0,0,0,0.0684931506849315,0.047279214986619,0.0493023255813953,0.0765306122448979,1168.0,1075.0,0.0572859888305524,0.0633159074614744,0.0105749342225525,0.0684931506849315,0.0190634928902547,22.8,0,321,3.2242990654205608,31.5,1,60,2,4828.040604395605,4664.77353081701,0
2017-04-30,S08000022,1094,1053,41,0,0,0.0374771480804387,0.9625228519195612,0,Highland,17,4,2017,0,0,0,0,0,0,0,0.0425120772946859,0.0684931506849315,0.064069264069264,0.1011904761904761,1035.0,1155.0,0.0555884267588751,0.0590635905926979,0.0126292044705755,0.0684931506849315,-0.0067902482867093,22.8,0,321,3.4080996884735204,31.5,0,54,9,4827.098527472529,4412.338690559898,0
2017-05-07,S08000022,1208,1165,43,2,0,0.0355960264900662,0.9644039735099338,0,Highland,18,5,2017,0,0,0,0,0,0,0,0.0374771480804387,0.0425120772946859,0.047279214986619,0.0502325581395348,1094.0,1121.0,0.0489403977616687,0.0510994245789432,0.0136357260211393,0.0684931506849315,-0.0265921159888253,22.8,0,321,3.763239875389408,29.75,0,47,16,4826.1564505494525,3995.1626246270303,0
2017-05-14,S08000022,1240,1179,61,1,0,0.0491935483870967,0.9508064516129032,0,Highland,19,5,2017,0,0,0,0,0,0,0,0.0355960264900662,0.0374771480804387,0.0684931506849315,0.0494296577946768,1208.0,1168.0,0.0460196006375305,0.0492698581227596,0.0152642017525918,0.0684931506849315,-0.0116831884965528,22.8,0,321,3.862928348909657,29.75,0,40,23,4825.214373626376,3891.3019142148196,0
2017-05-21,S08000022,1212,1171,41,0,0,0.0338283828382838,0.9661716171617162,0,Highland,20,5,2017,0,0,0,0,0,0,0,0.0491935483870967,0.0355960264900662,0.0425120772946859,0.0493023255813953,1240.0,1035.0,0.0411947000630718,0.0492403444468121,0.0060795393411501,0.0491935483870967,-0.0192996022978348,22.8,0,321,3.7757009345794392,29.75,0,33,30,4824.2722967033,3980.4226870489274,0
2017-05-28,S08000022,1320,1241,79,4,0,0.0598484848484848,0.9401515151515152,1,Highland,21,5,2017,0,0,0,0,0,0,0,0.0338283828382838,0.0491935483870967,0.0374771480804387,0.064069264069264,1212.0,1094.0,0.0390237764489713,0.0473061016039232,0.0069416113675566,0.0491935483870967,-0.0086836944564021,22.8,0,321,4.11214953271028,29.75,0,26,37,4823.330219780223,3654.0380452880477,1
2017-06-04,S08000022,1328,1288,40,0,0,0.0301204819277108,0.9698795180722892,0,Highland,22,6,2017,0,0,0,0,0,0,0,0.0598484848484848,0.0338283828382838,0.0355960264900662,0.047279214986619,1320.0,1208.0,0.0446166106409828,0.0467785042013258,0.012257176789561,0.0598484848484848,0.022371336768046,22.8,0,321,4.137071651090342,29.0,0,19,44,4822.388142857147,3631.3163726333933,1
2017-06-11,S08000022,1280,1218,62,1,0,0.0484375,0.9515625,0,Highland,23,6,2017,0,0,0,0,0,0,0,0.0301204819277108,0.0598484848484848,0.0491935483870967,0.0684931506849315,1328.0,1240.0,0.043247724500394,0.0446336625689623,0.0138080479037414,0.0598484848484848,-0.0054755445623553,22.8,0,321,3.987538940809969,29.0,0,12,51,4821.44606593407,3766.754739010992,0
2017-06-18,S08000022,1254,1181,73,2,0,0.0582137161084529,0.9417862838915472,1,Highland,24,6,2017,0,0,0,0,0,0,0,0.0484375,0.0301204819277108,0.0338283828382838,0.0425120772946859,1280.0,1212.0,0.0430587124036198,0.0421267062333458,0.0137043132685756,0.0598484848484848,-0.0007560483870966,22.8,0,321,3.906542056074767,29.0,0,5,58,4820.503989010994,3844.1020646020684,0
2017-06-25,S08000022,1216,1172,44,0,0,0.0361842105263157,0.9638157894736842,0,Highland,25,6,2017,0,0,0,0,0,0,0,0.0582137161084529,0.0484375,0.0598484848484848,0.0374771480804387,1254.0,1320.0,0.0491550457211621,0.0440894110850667,0.0136533102240721,0.0598484848484848,0.024385333270169,22.8,0,321,3.7881619937694704,29.0,1,1,1,4819.561912087917,3963.4555198091425,0
2017-07-02,S08000022,1179,1133,46,1,0,0.0390161153519932,0.9609838846480068,0,Highland,26,7,2017,0,0,0,0,0,0,0,0.0361842105263157,0.0582137161084529,0.0301204819277108,0.0355960264900662,1216.0,1328.0,0.0432389771406198,0.0439277938908013,0.0125582920243644,0.0582137161084529,-0.023664274322169,22.8,0,321,3.6728971962616814,27.0,1,1,1,4818.674869565223,4087.086403363209,0
2017-07-09,S08000022,1226,1164,62,3,0,0.0505709624796084,0.9494290375203916,1,Highland,27,7,2017,0,0,0,0,0,0,0,0.0390161153519932,0.0361842105263157,0.0484375,0.0491935483870967,1179.0,1280.0,0.0454628854966904,0.0443553049985422,0.0099847661838351,0.0582137161084529,0.0088956334242824,22.8,0,321,3.819314641744549,27.0,1,1,1,4817.925413043485,3929.792343428617,0
2017-07-16,S08000022,1153,1121,32,1,0,0.0277536860364267,0.9722463139635732,0,Highland,28,7,2017,0,0,0,0,0,0,0,0.0505709624796084,0.0390161153519932,0.0582137161084529,0.0338283828382838,1226.0,1254.0,0.0459962511165925,0.0445274817601062,0.0102500873284038,0.0582137161084529,0.0021334624796083,22.8,0,321,3.59190031152648,27.0,1,1,1,4817.175956521746,4177.949658735252,0
2017-07-23,S08000022,1320,1249,71,6,1,0.0537878787878787,0.9462121212121212,1,Highland,29,7,2017,0,0,0,0,0,0,0,0.0277536860364267,0.0505709624796084,0.0361842105263157,0.0598484848484848,1153.0,1216.0,0.038381243598586,0.043768144659874,0.0094298151731495,0.0505709624796084,-0.0304600300720261,22.8,0,321,4.11214953271028,27.0,1,1,1,4816.426500000008,3648.8079545454602,1
2017-07-30,S08000022,1201,1172,29,0,0,0.0241465445462114,0.9758534554537884,0,Highland,30,7,2017,0,0,0,0,0,0,0,0.0537878787878787,0.0277536860364267,0.0390161153519932,0.0301204819277108,1320.0,1179.0,0.0427821606639767,0.0430105689022983,0.0118579004896706,0.0537878787878787,0.0176036682615629,22.8,0,321,3.741433021806853,27.0,1,1,1,4815.677043478269,4009.722767259175,0
2017-08-06,S08000022,1279,1228,51,3,0,0.0398749022673964,0.9601250977326036,0,Highland,31,8,2017,0,0,0,0,0,0,0,0.0241465445462114,0.0537878787878787,0.0505709624796084,0.0484375,1201.0,1226.0,0.0390647679625313,0.0422638267296108,0.0152715036247096,0.0537878787878787,-0.0148695708057818,22.8,0,321,3.984423676012461,23.5,1,1,1,4814.927586956531,3764.6032736173033,0
2017-08-13,S08000022,1258,1164,94,2,0,0.0747217806041335,0.9252782193958664,1,Highland,32,8,2017,0,0,0,0,0,0,0,0.0398749022673964,0.0241465445462114,0.0277536860364267,0.0582137161084529,1279.0,1153.0,0.0363907529094783,0.0411935020130354,0.0134079435185495,0.0537878787878787,-0.0106960602122119,22.8,0,321,3.9190031152647977,23.5,1,1,1,4814.178130434792,3826.8506601230465,0
2017-08-20,S08000022,1249,1187,62,1,0,0.0496397117694155,0.9503602882305844,0,Highland,33,8,2017,0,0,0,0,0,0,0,0.0747217806041335,0.0398749022673964,0.0537878787878787,0.0361842105263157,1258.0,1320.0,0.048132776551405,0.0432570100749955,0.0214669290717795,0.0747217806041335,0.0469680945677067,22.8,0,321,3.8909657320872273,23.5,1,50,6,4813.428673913053,3853.8259999303864,0
2017-08-27,S08000022,1278,1204,74,7,1,0.0579029733959311,0.9420970266040688,1,Highland,34,8,2017,0,0,0,0,0,0,0,0.0496397117694155,0.0747217806041335,0.0241465445462114,0.0390161153519932,1249.0,1201.0,0.0470957347967892,0.0449389477303829,0.0212012262331017,0.0747217806041335,-0.0041481670184631,22.8,0,321,3.9813084112149535,23.5,0,43,13,4812.6792173913145,3765.7896849697295,0
2017-09-03,S08000022,1232,1151,81,3,0,0.0657467532467532,0.9342532467532468,1,Highland,35,9,2017,0,0,0,0,0,0,0,0.0579029733959311,0.0496397117694155,0.0398749022673964,0.0505709624796084,1278.0,1279.0,0.0555348420092191,0.0472998049858752,0.014761808066443,0.0747217806041335,0.0337564288497196,22.8,0,321,3.838006230529595,27.75,0,36,20,4811.929760869576,3905.7871435629677,0
2017-09-10,S08000022,1161,1056,105,0,0,0.0904392764857881,0.909560723514212,1,Highland,36,9,2017,0,0,0,0,0,0,0,0.0657467532467532,0.0579029733959311,0.0747217806041335,0.0277536860364267,1232.0,1258.0,0.0620028047540583,0.0491967788317683,0.0107307064430812,0.0747217806041335,0.0258718509793568,22.8,0,321,3.616822429906542,27.75,0,29,27,4811.180304347838,4143.99681683707,0
2017-09-17,S08000022,1233,1132,101,6,1,0.0819140308191403,0.9180859691808596,1,Highland,37,9,2017,0,0,0,0,0,0,0,0.0904392764857881,0.0657467532467532,0.0496397117694155,0.0537878787878787,1161.0,1249.0,0.0659321787244719,0.0570324776379384,0.0176119735878745,0.0904392764857881,0.0157174958816546,22.8,0,321,3.841121495327103,27.75,0,22,34,4810.430847826099,3901.4037695264387,0
2017-09-24,S08000022,1199,1143,56,2,0,0.0467055879899916,0.9532944120100084,0,Highland,38,9,2017,0,0,0,0,0,0,0,0.0819140308191403,0.0904392764857881,0.0579029733959311,0.0241465445462114,1233.0,1278.0,0.0740007584869031,0.0605482466418461,0.014833655880501,0.0904392764857881,0.0322743190497247,22.8,0,321,3.735202492211838,27.75,0,15,41,4809.681391304361,4011.4106683105592,0
2017-10-01,S08000022,1246,1200,46,0,0,0.0369181380417335,0.9630818619582664,0,Highland,39,10,2017,1,0,0,0,0,0,0,0.0467055879899916,0.0819140308191403,0.0657467532467532,0.0398749022673964,1199.0,1232.0,0.0712014121354183,0.0633681270723187,0.0192756697071846,0.0904392764857881,-0.0111973854059394,22.8,0,321,3.881619937694704,28.0,0,8,48,4809.0634456521875,3859.6014812617877,0
2017-10-08,S08000022,1055,1020,35,1,0,0.0331753554502369,0.966824644549763,0,Highland,40,10,2017,1,0,0,0,0,0,0,0.0369181380417335,0.0467055879899916,0.0904392764857881,0.0747217806041335,1246.0,1161.0,0.0639942583341633,0.0629985315441108,0.0261563991106872,0.0904392764857881,-0.0288286152050197,22.8,0,321,3.2866043613707165,28.0,0,1,55,4809.234565217404,4558.516175561521,0
2017-10-15,S08000022,1022,993,29,2,0,0.0283757338551859,0.971624266144814,0,Highland,41,10,2017,1,0,0,0,0,0,0,0.0331753554502369,0.0369181380417335,0.0819140308191403,0.0496397117694155,1055.0,1233.0,0.0496782780752755,0.0578052283998737,0.0222347196230755,0.0819140308191403,-0.0572639210355512,22.8,0,321,3.18380062305296,28.0,1,1,1,4809.405684782622,4705.87640389689,0
2017-10-22,S08000022,1058,1000,58,5,2,0.054820415879017,0.945179584120983,1,Highland,42,10,2017,1,0,0,0,0,0,0,0.0283757338551859,0.0331753554502369,0.0467055879899916,0.0579029733959311,1022.0,1199.0,0.0362937038342869,0.055147231160595,0.0077720781216156,0.0467055879899916,-0.0535382969639543,22.8,0,321,3.29595015576324,28.0,1,60,2,4809.576804347839,4545.913803731417,0
2017-10-29,S08000022,1109,1062,47,1,0,0.042380522993688,0.957619477006312,0,Highland,43,10,2017,1,0,0,0,0,0,0,0.054820415879017,0.0283757338551859,0.0369181380417335,0.0657467532467532,1058.0,1246.0,0.0383224108065433,0.0547619114709808,0.0115410096985329,0.054820415879017,0.0081148278890254,22.8,0,321,3.454828660436137,28.0,0,54,9,4809.747923913057,4337.013457090223,0
2017-11-05,S08000022,1056,1014,42,2,0,0.0397727272727272,0.9602272727272728,0,Highland,44,11,2017,1,0,0,0,0,0,0,0.042380522993688,0.054820415879017,0.0331753554502369,0.0904392764857881,1109.0,1055.0,0.0396880070445319,0.0518411326893476,0.0116421875775063,0.054820415879017,0.0054623849519544,22.8,0,321,3.289719626168224,31.0,0,47,16,4809.919043478275,4554.847579051397,0
2017-11-12,S08000022,1095,1057,38,3,0,0.0347031963470319,0.965296803652968,0,Highland,45,11,2017,1,0,0,0,0,0,0,0.0397727272727272,0.042380522993688,0.0283757338551859,0.0819140308191403,1056.0,1022.0,0.0413373500001545,0.045507814037715,0.010852539069374,0.054820415879017,0.0065973718224903,22.8,0,321,3.411214953271028,31.0,0,40,23,4810.090163043492,4392.776404605929,0
2017-11-19,S08000022,1054,996,58,2,0,0.0550284629981024,0.9449715370018976,1,Highland,46,11,2017,1,0,0,0,0,0,0,0.0347031963470319,0.0397727272727272,0.054820415879017,0.0467055879899916,1095.0,1058.0,0.042919215623116,0.0396064597287015,0.0085504798883682,0.054820415879017,0.006327462491846,22.8,0,321,3.283489096573209,31.0,0,33,30,4810.26128260871,4563.815258642039,0
2017-11-26,S08000022,1013,980,33,1,0,0.0325765054294175,0.9674234945705824,0,Highland,47,11,2017,1,0,0,0,0,0,0,0.0550284629981024,0.0347031963470319,0.042380522993688,0.0369181380417335,1054.0,1109.0,0.0429712274028873,0.0406468191047153,0.0086470920453215,0.0550284629981024,0.0002080471190853,22.8,0,321,3.155763239875389,31.0,0,26,37,4810.432402173927,4748.699311129247,0
2017-12-03,S08000022,1006,960,46,1,0,0.0457256461232604,0.9542743538767396,0,Highland,48,12,2017,1,1,0,0,0,0,0,0.0325765054294175,0.0550284629981024,0.0397727272727272,0.0331753554502369,1013.0,1056.0,0.0405202230118197,0.0401041150281758,0.0101322624263183,0.0550284629981024,-0.0098040175642704,22.8,0,321,3.133956386292835,44.75,0,19,44,4810.6035217391445,4781.91204944249,0
2017-12-10,S08000022,981,945,36,9,0,0.036697247706422,0.963302752293578,0,Highland,49,12,2017,1,1,0,0,0,0,0,0.0457256461232604,0.0325765054294175,0.0347031963470319,0.0283757338551859,1006.0,1095.0,0.042008452724453,0.0416729013623037,0.0104189985892158,0.0550284629981024,0.0059529188505331,22.8,0,321,3.05607476635514,44.75,0,12,51,4810.7746413043615,4903.949685325547,0
