WeekEndingDate,HBT,Attendances,Within4Hours,Over4Hours,Over8Hours,Over12Hours,BreachRate,Within4HoursPct,BreachedTarget,BoardName,WeekOfYear,Month,Year,FluSeasonFlag,WinterFlag,ChristmasWeek,CovidPhase,CovidEra,PostCovidStress,VaxRollout,Lag1_BreachRate,Lag2_BreachRate,Lag4_BreachRate,Lag8_BreachRate,Lag1_Attendances,Lag4_Attendances,RollingMean4W,RollingMean8W,RollingStd4W,RollingMax4W,BreachRateDelta,SIMDScore,IsUrban,PopulationK,AttendancesPer1000,FluSearchIndex,IsSchoolHoliday,DaysToNextHoliday,DaysSinceHoliday,TotalClinicalWTE,StaffingRatioPer1000,StaffingPressureFlag
2020-11-29,S08000017,742,691,51,3,0,0.068733153638814,0.931266846361186,1,Dumfries & Galloway,48,11,2020,1,0,0,2,1,0,0,0.0493273542600896,0.0781032078103207,0.03125,0.0638002773925104,669.0,672.0,0.0565848901793075,0.0640722225852878,0.0206575439007619,0.0781032078103207,-0.025320533063854,24.3,0,148,5.013513513513513,24.25,0,24,37,2736.489869565215,3687.991737958511,0
2020-12-06,S08000017,627,547,80,2,0,0.1275917065390749,0.8724082934609251,1,Dumfries & Galloway,49,12,2020,1,1,0,2,1,0,0,0.068733153638814,0.0493273542600896,0.06765899864682,0.0607734806629834,742.0,739.0,0.065955678589011,0.0646888321160758,0.0120371550215986,0.0781032078103207,0.037483153638814,24.3,0,148,4.236486486486487,26.25,0,17,44,2735.5805543478236,4362.967391304344,0
2020-12-13,S08000017,596,543,53,3,0,0.0889261744966442,0.9110738255033556,1,Dumfries & Galloway,50,12,2020,1,1,0,2,1,0,1,0.1275917065390749,0.068733153638814,0.0781032078103207,0.0870165745856353,627.0,717.0,0.0809388555620748,0.0730411103505872,0.03333064444051,0.1275917065390749,0.0599327078922549,24.3,0,148,4.027027027027027,26.25,0,10,51,2734.671239130432,4588.374562299382,0
2020-12-20,S08000017,656,577,79,7,3,0.1204268292682926,0.8795731707317073,1,Dumfries & Galloway,51,12,2020,1,1,1,2,1,0,1,0.0889261744966442,0.1275917065390749,0.0493273542600896,0.0746478873239436,596.0,669.0,0.0836445972336556,0.0732798103394633,0.0334627543699772,0.1275917065390749,0.0108229666863235,24.3,0,148,4.4324324324324325,26.25,0,3,58,2733.76192391304,4167.320005965,0
2020-12-27,S08000017,523,451,72,6,1,0.1376673040152963,0.8623326959847036,1,Dumfries & Galloway,52,12,2020,1,1,1,2,1,0,1,0.1204268292682926,0.0889261744966442,0.068733153638814,0.03125,656.0,742.0,0.1014194659857064,0.079002178082507,0.0275120784481341,0.1275917065390749,0.0710994750082029,24.3,0,148,3.533783783783784,26.25,1,1,1,2732.8526086956485,5225.339595976383,0
2021-01-03,S08000017,538,476,62,4,0,0.1152416356877323,0.8847583643122676,1,Dumfries & Galloway,53,1,2021,1,1,0,2,1,0,1,0.1376673040152963,0.1204268292682926,0.1275917065390749,0.06765899864682,523.0,627.0,0.118653003579827,0.092304341084419,0.0210418222955915,0.1376673040152963,0.0689341503764823,24.3,0,148,3.635135135135135,23.25,1,1,1,2732.6022666666627,5079.186369268889,0
2021-01-10,S08000017,545,458,87,10,2,0.1596330275229358,0.8403669724770643,1,Dumfries & Galloway,1,1,2021,1,1,1,2,1,0,1,0.1152416356877323,0.1376673040152963,0.0889261744966442,0.0781032078103207,538.0,596.0,0.1155654858669913,0.098252170714533,0.0201815164143745,0.1376673040152963,-0.0123500708513425,24.3,0,148,3.682432432432433,23.25,1,36,4,2733.2305555555517,5015.101936799178,0
2021-01-17,S08000017,446,406,40,3,0,0.0896860986547085,0.9103139013452914,1,Dumfries & Galloway,2,1,2021,1,1,0,2,1,0,1,0.1596330275229358,0.1152416356877323,0.1204268292682926,0.0493273542600896,545.0,656.0,0.1332421991235642,0.1084433981786099,0.0200358958325858,0.1596330275229358,0.0707068530262916,24.3,0,148,3.0135135135135136,23.25,0,29,11,2733.858844444441,6129.728350772289,0
2021-01-24,S08000017,469,411,58,2,0,0.1236673773987206,0.8763326226012793,1,Dumfries & Galloway,3,1,2021,1,1,0,2,1,0,1,0.0896860986547085,0.1596330275229358,0.1376673040152963,0.068733153638814,446.0,523.0,0.1255570164701682,0.1134882412279373,0.0300053518520952,0.1596330275229358,-0.030740730613584,24.3,0,148,3.168918918918919,23.25,0,22,18,2734.48713333333,5830.462970859979,0
2021-01-31,S08000017,447,408,39,4,0,0.087248322147651,0.912751677852349,1,Dumfries & Galloway,4,1,2021,1,1,0,2,1,0,1,0.1236673773987206,0.0896860986547085,0.1152416356877323,0.1275917065390749,469.0,538.0,0.1220570348160243,0.1203550191979256,0.0289187113842773,0.1596330275229358,-0.0139999266165757,24.3,0,148,3.02027027027027,23.25,0,15,25,2735.115422222219,6118.826447924427,0
2021-02-07,S08000017,343,313,30,3,0,0.0874635568513119,0.912536443148688,1,Dumfries & Galloway,5,2,2021,1,1,0,2,1,0,1,0.087248322147651,0.1236673773987206,0.1596330275229358,0.0889261744966442,447.0,545.0,0.1150587064310039,0.1153120961489976,0.0340497969450358,0.1596330275229358,-0.0279933135400812,24.3,0,148,2.3175675675675675,19.5,0,8,32,2735.743711111108,7975.929186912851,0
2021-02-14,S08000017,436,403,33,1,0,0.0756880733944954,0.9243119266055044,1,Dumfries & Galloway,6,2,2021,1,1,0,2,1,0,1,0.0874635568513119,0.087248322147651,0.0896860986547085,0.1204268292682926,343.0,446.0,0.097016338763098,0.1151292689433311,0.0178014987314541,0.1236673773987206,-0.0721694706716239,24.3,0,148,2.945945945945946,19.5,0,1,39,2736.371999999997,6276.082568807333,0
2021-02-21,S08000017,589,543,46,1,0,0.0780984719864176,0.9219015280135824,1,Dumfries & Galloway,7,2,2021,1,1,0,2,1,0,1,0.0756880733944954,0.0874635568513119,0.1236673773987206,0.1376673040152963,436.0,469.0,0.0935168324480447,0.1095369244591064,0.0208395167654178,0.1236673773987206,-0.013998025260213,24.3,0,148,3.97972972972973,19.5,1,39,2,2737.000288888886,4646.8595736653415,0
2021-02-28,S08000017,479,444,35,1,0,0.0730688935281837,0.9269311064718164,1,Dumfries & Galloway,8,2,2021,1,1,0,2,1,0,1,0.0780984719864176,0.0756880733944954,0.087248322147651,0.1152416356877323,589.0,447.0,0.0821246060949689,0.1020908204554966,0.0061208814842168,0.0874635568513119,-0.0455689054123029,24.3,0,148,3.2364864864864864,19.5,0,32,9,2737.6285777777753,5715.29974483878,0
2021-03-07,S08000017,556,489,67,2,0,0.1205035971223021,0.8794964028776978,1,Dumfries & Galloway,9,3,2021,1,0,0,2,1,0,1,0.0730688935281837,0.0780984719864176,0.0874635568513119,0.1596330275229358,479.0,343.0,0.0785797489401021,0.096819227685553,0.0062685720155276,0.0874635568513119,-0.0141794286194673,24.3,0,148,3.756756756756757,21.25,0,25,16,2738.2568666666643,4924.9224220623455,0
2021-03-14,S08000017,534,501,33,0,0,0.0617977528089887,0.9382022471910112,1,Dumfries & Galloway,10,3,2021,1,0,0,2,1,0,1,0.1205035971223021,0.0730688935281837,0.0756880733944954,0.0896860986547085,556.0,436.0,0.0868397590078497,0.0919280488854738,0.0225363478516024,0.1205035971223021,0.0330400402709902,24.3,0,148,3.608108108108108,21.25,0,18,23,2738.8851555555534,5128.9984186433585,0
2021-03-21,S08000017,649,580,69,3,1,0.1063174114021571,0.8936825885978429,1,Dumfries & Galloway,11,3,2021,1,0,0,2,1,0,1,0.0617977528089887,0.1205035971223021,0.0780984719864176,0.1236673773987206,534.0,589.0,0.083367178861473,0.0884420056547588,0.0256785750800022,0.1205035971223021,-0.0138903205855067,24.3,0,148,4.385135135135135,21.25,0,11,30,2739.5134444444425,4221.130114706382,0
2021-03-28,S08000017,600,522,78,2,0,0.13,0.87,1,Dumfries & Galloway,12,3,2021,1,0,0,2,1,0,1,0.1063174114021571,0.0617977528089887,0.0730688935281837,0.087248322147651,649.0,479.0,0.0904219137154078,0.0862732599051884,0.0275562722473901,0.1205035971223021,0.0282189394157394,24.3,0,148,4.054054054054054,21.25,0,4,37,2740.1417333333316,4566.902888888886,0
2021-04-04,S08000017,676,603,73,6,0,0.1079881656804733,0.8920118343195266,1,Dumfries & Galloway,13,4,2021,0,0,0,2,1,0,1,0.13,0.1063174114021571,0.1205035971223021,0.0874635568513119,600.0,556.0,0.1046546903333619,0.091617219636732,0.0301830764050703,0.13,0.0569311064718163,24.3,0,148,4.567567567567568,22.25,1,1,1,2740.6345164835147,4054.1930717211753,0
2021-04-11,S08000017,664,569,95,3,0,0.1430722891566265,0.8569277108433735,1,Dumfries & Galloway,14,4,2021,0,0,0,2,1,0,1,0.1079881656804733,0.13,0.0617977528089887,0.0756880733944954,676.0,534.0,0.1015258324729047,0.0941827957403772,0.0285996474877135,0.13,-0.0125154314418288,24.3,0,148,4.486486486486487,22.25,1,1,1,2741.025670329669,4128.050708327814,0
2021-04-18,S08000017,684,592,92,4,0,0.1345029239766081,0.8654970760233918,1,Dumfries & Galloway,15,4,2021,0,0,0,2,1,0,1,0.1430722891566265,0.1079881656804733,0.1063174114021571,0.0780984719864176,664.0,649.0,0.1218444665598142,0.1026058227106436,0.0177971879222857,0.1430722891566265,0.0812745363476378,24.3,0,148,4.621621621621622,22.25,1,60,2,2741.416824175823,4007.919333590384,0
2021-04-25,S08000017,732,667,65,1,0,0.0887978142076502,0.9112021857923496,1,Dumfries & Galloway,16,4,2021,0,0,0,2,1,0,1,0.1345029239766081,0.1430722891566265,0.13,0.0730688935281837,684.0,600.0,0.128890844703427,0.1096563792094174,0.0149528260021996,0.1430722891566265,0.0281855125744509,24.3,0,148,4.945945945945946,22.25,0,60,9,2741.807978021977,3745.6393142376733,0
2021-05-02,S08000017,765,658,107,3,0,0.1398692810457516,0.8601307189542484,1,Dumfries & Galloway,17,5,2021,0,0,0,3,1,0,1,0.0887978142076502,0.1345029239766081,0.1079881656804733,0.1205035971223021,732.0,676.0,0.1185902982553395,0.1116224942943507,0.0248500627544662,0.1430722891566265,-0.0412021857923498,24.3,0,148,5.168918918918919,25.0,0,54,16,2742.199131868131,3584.5740285857923,0
2021-05-09,S08000017,731,651,80,5,0,0.1094391244870041,0.8905608755129959,1,Dumfries & Galloway,18,5,2021,0,0,0,3,1,0,1,0.1398692810457516,0.0887978142076502,0.1430722891566265,0.0617977528089887,765.0,664.0,0.1265605770966591,0.1140432047847819,0.0254222040149209,0.1430722891566265,0.0318811153652783,24.3,0,148,4.9391891891891895,25.0,0,47,23,2742.590285714285,3751.8334961891724,0
2021-05-16,S08000017,710,602,108,6,1,0.152112676056338,0.847887323943662,1,Dumfries & Galloway,19,5,2021,0,0,0,3,1,0,1,0.1094391244870041,0.1398692810457516,0.1345029239766081,0.1063174114021571,731.0,684.0,0.1181522859292535,0.1199983762445338,0.0236401877729337,0.1398692810457516,-0.0336331646696224,24.3,0,148,4.797297297297297,25.0,0,40,30,2742.9814395604394,3863.354140225971,0
2021-05-23,S08000017,758,666,92,8,0,0.1213720316622691,0.8786279683377308,1,Dumfries & Galloway,20,5,2021,0,0,0,3,1,0,1,0.152112676056338,0.1094391244870041,0.0887978142076502,0.13,710.0,732.0,0.1225547239491859,0.1257227843263064,0.0287808635773233,0.152112676056338,0.0176097520797298,24.3,0,148,5.121621621621622,25.0,0,33,37,2743.3725934065933,3619.225057264635,0
2021-05-30,S08000017,854,739,115,15,1,0.1346604215456674,0.8653395784543325,1,Dumfries & Galloway,21,5,2021,0,0,0,3,1,0,1,0.1213720316622691,0.152112676056338,0.1398692810457516,0.1079881656804733,758.0,765.0,0.1306982783128407,0.1246442882840901,0.0189878401424141,0.152112676056338,0.0325742174546189,24.3,0,148,5.77027027027027,25.0,0,26,44,2743.763747252747,3212.838111537175,0
2021-06-06,S08000017,943,830,113,9,0,0.11983032873807,0.88016967126193,1,Dumfries & Galloway,22,6,2021,0,0,0,3,1,0,1,0.1346604215456674,0.1213720316622691,0.1094391244870041,0.1430722891566265,854.0,731.0,0.1293960634378196,0.1279783202672393,0.0183159534592942,0.152112676056338,-0.0052088595000842,24.3,0,148,6.371621621621622,30.25,0,19,51,2744.1549010989015,2910.026406255463,0
2021-06-13,S08000017,861,777,84,8,0,0.0975609756097561,0.902439024390244,1,Dumfries & Galloway,23,6,2021,0,0,0,3,1,0,1,0.11983032873807,0.1346604215456674,0.152112676056338,0.1345029239766081,943.0,710.0,0.1319938645005861,0.1250730752149198,0.0149738888289099,0.152112676056338,0.0103912042510658,24.3,0,148,5.817567567567568,30.25,0,12,58,2744.5460549450554,3187.626080075558,0
2021-06-20,S08000017,931,753,178,31,1,0.1911922663802363,0.8088077336197637,1,Dumfries & Galloway,24,6,2021,0,0,0,3,1,0,1,0.0975609756097561,0.11983032873807,0.1213720316622691,0.0887978142076502,861.0,758.0,0.1183559393889406,0.1204553316690633,0.0153789606663417,0.1346604215456674,-0.0545517004465818,24.3,0,148,6.29054054054054,30.25,0,5,60,2744.9372087912093,2948.3750900012988,0
2021-06-27,S08000017,834,705,129,10,0,0.1546762589928057,0.8453237410071942,1,Dumfries & Galloway,25,6,2021,0,0,0,3,1,0,1,0.1911922663802363,0.0975609756097561,0.1346604215456674,0.1398692810457516,931.0,854.0,0.1358109980684324,0.1332546381906365,0.0399451904342869,0.1911922663802363,0.0698202347179671,24.3,0,148,5.635135135135135,30.25,1,1,1,2745.3283626373636,3291.7606266635057,0
2021-07-04,S08000017,862,734,128,13,0,0.148491879350348,0.851508120649652,1,Dumfries & Galloway,26,7,2021,0,0,0,3,1,0,1,0.1546762589928057,0.1911922663802363,0.11983032873807,0.1094391244870041,834.0,943.0,0.140814957430217,0.1351055104340183,0.0409929690017151,0.1911922663802363,0.0200158374471383,24.3,0,148,5.824324324324325,28.0,1,1,1,2745.7542173913052,3185.3297185513984,0
2021-07-11,S08000017,881,750,131,8,0,0.1486946651532349,0.8513053348467651,1,Dumfries & Galloway,27,7,2021,0,0,0,3,1,0,1,0.148491879350348,0.1546762589928057,0.0975609756097561,0.152112676056338,862.0,861.0,0.1479803450832865,0.1399871047919363,0.0385334482005447,0.1911922663802363,0.028661550612278,24.3,0,148,5.952702702702703,28.0,1,1,1,2746.2060978260874,3117.1465355574205,0
2021-07-18,S08000017,914,810,104,6,0,0.1137855579868709,0.8862144420131292,1,Dumfries & Galloway,28,7,2021,0,0,0,3,1,0,1,0.1486946651532349,0.148491879350348,0.1911922663802363,0.1213720316622691,881.0,931.0,0.1607637674691562,0.1395598534290484,0.020487506551912,0.1911922663802363,0.0511336895434788,24.3,0,148,6.175675675675675,28.0,1,1,1,2746.65797826087,3005.096256302921,0
2021-07-25,S08000017,915,772,143,10,2,0.1562841530054644,0.8437158469945355,1,Dumfries & Galloway,29,7,2021,0,0,0,3,1,0,1,0.1137855579868709,0.1486946651532349,0.1546762589928057,0.1346604215456674,914.0,834.0,0.1414120903708148,0.1386115442196236,0.0186397672396943,0.1546762589928057,-0.0774067083933653,24.3,0,148,6.1824324324324325,28.0,1,1,1,2747.1098586956523,3002.3058564979806,0
2021-08-01,S08000017,948,791,157,29,1,0.1656118143459915,0.8343881856540084,1,Dumfries & Galloway,30,8,2021,0,0,0,3,1,0,1,0.1562841530054644,0.1137855579868709,0.148491879350348,0.11983032873807,915.0,862.0,0.1418140638739795,0.1413145106520982,0.0190343243925046,0.1562841530054644,0.0016078940126586,24.3,0,148,6.405405405405405,26.0,1,1,1,2747.561739130435,2898.271876719868,0
2021-08-08,S08000017,873,727,146,31,6,0.1672394043528064,0.8327605956471936,1,Dumfries & Galloway,31,8,2021,0,0,0,3,1,0,1,0.1656118143459915,0.1562841530054644,0.1486946651532349,0.0975609756097561,948.0,881.0,0.1460940476228904,0.1470371963530884,0.0226228732309082,0.1656118143459915,0.0171199349956435,24.3,0,148,5.898648648648648,26.0,1,1,1,2748.013619565217,3147.7819239005926,0
2021-08-15,S08000017,860,701,159,23,5,0.1848837209302325,0.8151162790697675,1,Dumfries & Galloway,32,8,2021,0,0,0,3,1,0,1,0.1672394043528064,0.1656118143459915,0.1137855579868709,0.1911922663802363,873.0,914.0,0.1507302324227833,0.1557469999459697,0.0250982684752452,0.1672394043528064,0.0185447391995715,24.3,0,148,5.8108108108108105,26.0,1,1,1,2748.4654999999993,3195.890116279069,0
2021-08-22,S08000017,861,695,166,46,10,0.1927990708478513,0.8072009291521487,1,Dumfries & Galloway,33,8,2021,0,0,0,3,1,0,1,0.1848837209302325,0.1672394043528064,0.1562841530054644,0.1546762589928057,860.0,915.0,0.1685047731586237,0.1549584317647193,0.0119385071085006,0.1848837209302325,0.0710981629433616,24.3,0,148,5.817567567567568,26.0,1,50,6,2748.917380434782,3192.7031131646713,0
2021-08-29,S08000017,924,749,175,20,6,0.1893939393939394,0.8106060606060606,1,Dumfries & Galloway,34,8,2021,0,0,0,3,1,0,1,0.1927990708478513,0.1848837209302325,0.1656118143459915,0.148491879350348,861.0,948.0,0.1776335026192204,0.1597237832466,0.0133556279393756,0.1927990708478513,0.0365149178423869,24.3,0,148,6.243243243243243,26.0,0,43,13,2749.369260869564,2975.5078580839436,0
2021-09-05,S08000017,967,779,188,27,1,0.1944157187176835,0.8055842812823164,1,Dumfries & Galloway,35,9,2021,0,0,0,3,1,0,1,0.1893939393939394,0.1927990708478513,0.1672394043528064,0.1486946651532349,924.0,873.0,0.1835790338812074,0.1648365407520489,0.0113652673998385,0.1927990708478513,0.0237821250479478,24.3,0,148,6.533783783783784,35.75,0,36,20,2749.821141304347,2843.661986871093,0
2021-09-12,S08000017,896,737,159,14,1,0.1774553571428571,0.8225446428571429,1,Dumfries & Galloway,36,9,2021,0,0,0,3,1,0,1,0.1944157187176835,0.1893939393939394,0.1848837209302325,0.1137855579868709,967.0,860.0,0.1903731124724266,0.1705516724476049,0.0042158486181927,0.1944157187176835,0.0271763143648771,24.3,0,148,6.054054054054054,35.75,0,29,27,2750.273021739129,3069.5011403338494,0
2021-09-19,S08000017,870,756,114,8,0,0.1310344827586207,0.8689655172413793,1,Dumfries & Galloway,37,9,2021,0,0,0,3,1,0,1,0.1774553571428571,0.1944157187176835,0.1927990708478513,0.1562841530054644,896.0,861.0,0.1885160215255828,0.1785103973421032,0.0076650717506158,0.1944157187176835,-0.0074283637873754,24.3,0,148,5.878378378378378,35.75,0,22,34,2750.7249021739117,3161.7527611194387,0
2021-09-26,S08000017,902,776,126,15,1,0.1396895787139689,0.8603104212860311,1,Dumfries & Galloway,38,9,2021,0,0,0,3,1,0,1,0.1310344827586207,0.1774553571428571,0.1893939393939394,0.1656118143459915,870.0,924.0,0.1730748745032752,0.1753541885612478,0.0289155475876962,0.1944157187176835,-0.0617645880892306,24.3,0,148,6.094594594594595,35.75,0,15,41,2751.176782608694,3050.0851248433414,0
2021-10-03,S08000017,844,660,184,29,6,0.2180094786729857,0.7819905213270142,1,Dumfries & Galloway,39,10,2021,1,0,0,3,1,0,1,0.1396895787139689,0.1310344827586207,0.1944157187176835,0.1672394043528064,902.0,967.0,0.1606487843332825,0.172113909107245,0.030215679733496,0.1944157187176835,-0.0497043606799705,24.3,0,148,5.702702702702703,31.5,0,8,48,2753.388228260868,3262.3083273233033,0
2021-10-10,S08000017,803,623,180,31,5,0.224159402241594,0.775840597758406,1,Dumfries & Galloway,40,10,2021,1,0,0,3,1,0,1,0.2180094786729857,0.1396895787139689,0.1774553571428571,0.1848837209302325,844.0,896.0,0.1665472243221081,0.1784601683972674,0.0397904466150562,0.2180094786729857,0.0235937599553021,24.3,0,148,5.425675675675675,31.5,0,1,55,2757.9457608695634,3434.5526287292196,0
2021-10-17,S08000017,748,610,138,14,1,0.1844919786096256,0.8155080213903744,1,Dumfries & Galloway,41,10,2021,1,0,0,3,1,0,1,0.224159402241594,0.2180094786729857,0.1310344827586207,0.1927990708478513,803.0,870.0,0.1782232355967923,0.1833696285611875,0.04968130987042,0.224159402241594,0.0467040450987369,24.3,0,148,5.054054054054054,31.5,1,1,1,2762.503293478259,3693.1862212276187,0
2021-10-24,S08000017,759,617,142,16,2,0.1870882740447957,0.8129117259552042,1,Dumfries & Galloway,42,10,2021,1,0,0,3,1,0,1,0.1844919786096256,0.224159402241594,0.1396895787139689,0.1893939393939394,748.0,902.0,0.1915876095595435,0.1823312420314093,0.0387418397007504,0.224159402241594,0.0534574958510049,24.3,0,148,5.128378378378378,31.5,1,60,2,2767.060826086955,3645.66643753222,0
2021-10-31,S08000017,840,672,168,16,4,0.2,0.8,1,Dumfries & Galloway,43,10,2021,1,0,0,3,1,0,1,0.1870882740447957,0.1844919786096256,0.2180094786729857,0.1944157187176835,759.0,844.0,0.2034372833922502,0.1820430338627663,0.0205586134815866,0.224159402241594,0.0473986953308268,24.3,0,148,5.675675675675675,31.5,0,53,9,2771.6183586956504,3299.5456651138697,0
2021-11-07,S08000017,760,624,136,12,0,0.1789473684210526,0.8210526315789474,1,Dumfries & Galloway,44,11,2021,1,0,0,3,1,0,1,0.2,0.1870882740447957,0.224159402241594,0.1774553571428571,840.0,803.0,0.1989349137240038,0.1827410690230559,0.018132387930224,0.224159402241594,-0.0180094786729856,24.3,0,148,5.135135135135135,29.75,0,46,16,2776.175891304346,3652.8630148741395,0
2021-11-14,S08000017,767,619,148,32,8,0.1929595827900912,0.8070404172099087,1,Dumfries & Galloway,45,11,2021,1,0,0,3,1,0,1,0.1789473684210526,0.2,0.1844919786096256,0.1310344827586207,760.0,748.0,0.1876319052688685,0.1829275704328304,0.0089171299918089,0.2,-0.0452120338205414,24.3,0,148,5.1824324324324325,29.75,0,39,23,2780.733423913042,3625.467306275152,0
2021-11-21,S08000017,774,613,161,28,1,0.2080103359173126,0.7919896640826873,1,Dumfries & Galloway,46,11,2021,1,0,0,3,1,0,1,0.1929595827900912,0.1789473684210526,0.1870882740447957,0.1396895787139689,767.0,759.0,0.1897488063139848,0.1906682079367642,0.0089283359793023,0.2,0.0084676041804656,24.3,0,148,5.22972972972973,29.75,0,32,30,2785.2909565217374,3598.5671272890663,0
2021-11-28,S08000017,724,598,126,27,5,0.1740331491712707,0.8259668508287292,1,Dumfries & Galloway,47,11,2021,1,0,0,3,1,0,1,0.2080103359173126,0.1929595827900912,0.2,0.2180094786729857,774.0,840.0,0.1949793217821141,0.1992083025871821,0.0123304151501665,0.2080103359173126,0.0209220618725169,24.3,0,148,4.891891891891892,29.75,0,25,37,2789.8484891304333,3853.3818910641344,0
2021-12-05,S08000017,762,610,152,35,5,0.1994750656167979,0.800524934383202,1,Dumfries & Galloway,48,12,2021,1,1,0,3,1,0,1,0.1740331491712707,0.2080103359173126,0.1789473684210526,0.224159402241594,724.0,760.0,0.1884876090749317,0.1937112613994678,0.0152870644131097,0.2080103359173126,-0.0259668508287293,24.3,0,148,5.148648648648648,34.75,0,18,44,2794.406021739129,3667.199503594657,0
2021-12-12,S08000017,716,593,123,16,2,0.1717877094972067,0.8282122905027933,1,Dumfries & Galloway,49,12,2021,1,1,0,3,1,0,1,0.1994750656167979,0.1740331491712707,0.1929595827900912,0.1844919786096256,762.0,767.0,0.193619533373868,0.1906257193213683,0.0144388877295206,0.2080103359173126,0.0205276971957452,24.3,0,148,4.837837837837838,34.75,0,11,51,2798.9635543478244,3909.1669753461238,0
2021-12-19,S08000017,722,607,115,12,2,0.1592797783933518,0.8407202216066482,1,Dumfries & Galloway,50,12,2021,1,1,0,3,1,0,1,0.1717877094972067,0.1994750656167979,0.2080103359173126,0.1870882740447957,716.0,774.0,0.188326565050647,0.1890376856823159,0.0181620059549522,0.2080103359173126,-0.0211718732928845,24.3,0,148,4.878378378378378,34.75,0,4,58,2803.5210869565203,3882.993195230638,0
2021-12-26,S08000017,621,531,90,6,1,0.144927536231884,0.855072463768116,1,Dumfries & Galloway,51,12,2021,1,1,1,3,1,0,1,0.1592797783933518,0.1717877094972067,0.1740331491712707,0.2,722.0,724.0,0.1761439256696567,0.1855616237258854,0.0168540158553501,0.1994750656167979,-0.0487305575239608,24.3,0,148,4.195945945945946,34.75,1,1,1,2808.078619565216,4521.865731989075,0
2022-01-02,S08000017,759,602,157,23,3,0.2068511198945981,0.7931488801054019,1,Dumfries & Galloway,52,1,2022,1,1,1,3,1,0,1,0.144927536231884,0.1592797783933518,0.1994750656167979,0.1789473684210526,621.0,762.0,0.1688675224348101,0.1786775657548709,0.0231689229163938,0.1994750656167979,-0.0291056129393866,24.3,0,148,5.128378378378378,25.75,1,1,1,2811.557688888887,3704.292080222512,0
2022-01-09,S08000017,690,534,156,47,12,0.2260869565217391,0.7739130434782608,1,Dumfries & Galloway,1,1,2022,1,1,1,3,1,0,1,0.2068511198945981,0.144927536231884,0.1717877094972067,0.1929595827900912,759.0,716.0,0.1707115360042601,0.1821655346890641,0.0264746885376082,0.2068511198945981,0.0073760542778001,24.3,0,148,4.662162162162162,25.75,1,36,4,2812.340599999997,4075.855942028981,0
2022-01-16,S08000017,629,491,138,45,4,0.2193958664546899,0.78060413354531,1,Dumfries & Galloway,2,1,2022,1,1,0,3,1,0,1,0.2260869565217391,0.2068511198945981,0.1592797783933518,0.2080103359173126,690.0,722.0,0.1842863477603932,0.1863064564055201,0.0384313430710446,0.2260869565217391,0.0542992470245324,24.3,0,148,4.25,25.75,0,29,11,2813.123511111107,4472.374421480297,0
2022-01-23,S08000017,610,534,76,14,3,0.1245901639344262,0.8754098360655738,1,Dumfries & Galloway,3,1,2022,1,1,0,3,1,0,1,0.2193958664546899,0.2260869565217391,0.144927536231884,0.1740331491712707,629.0,621.0,0.1993153697757277,0.1877296477226922,0.0371248711388105,0.2260869565217391,0.060116088061338,24.3,0,148,4.121621621621622,25.75,0,22,18,2813.9064222222164,4612.961347905273,0
2022-01-30,S08000017,682,596,86,7,0,0.126099706744868,0.873900293255132,1,Dumfries & Galloway,4,1,2022,1,1,0,3,1,0,1,0.1245901639344262,0.2193958664546899,0.2068511198945981,0.1994750656167979,610.0,759.0,0.1942310267013633,0.1815492745680867,0.0471069207359192,0.2260869565217391,-0.0203373722974578,24.3,0,148,4.608108108108108,25.75,0,15,25,2814.6893333333264,4127.11045943303,0
2022-02-06,S08000017,747,613,134,10,3,0.179384203480589,0.820615796519411,1,Dumfries & Galloway,5,2,2022,1,1,0,3,1,0,1,0.126099706744868,0.1245901639344262,0.2260869565217391,0.1717877094972067,682.0,690.0,0.1740431734139307,0.1723773547090955,0.0563015638298184,0.2260869565217391,-0.08075141314973,24.3,0,148,5.047297297297297,26.25,0,8,32,2815.472244444436,3769.039149189339,0
2022-02-13,S08000017,770,609,161,21,1,0.209090909090909,0.7909090909090909,1,Dumfries & Galloway,6,2,2022,1,1,0,3,1,0,1,0.179384203480589,0.126099706744868,0.2193958664546899,0.1592797783933518,747.0,629.0,0.1623674851536432,0.1733269164570182,0.0457685580780957,0.2193958664546899,-0.0467027530411501,24.3,0,148,5.202702702702703,26.25,0,1,39,2816.255155555546,3657.4742279942157,0
2022-02-20,S08000017,795,633,162,34,2,0.2037735849056604,0.7962264150943397,1,Dumfries & Galloway,7,2,2022,1,1,0,3,1,0,1,0.209090909090909,0.179384203480589,0.1245901639344262,0.144927536231884,770.0,610.0,0.159791245812698,0.1795533077942129,0.0415875652877179,0.209090909090909,-0.0103049573637808,24.3,0,148,5.371621621621622,26.25,1,40,2,2817.0380666666556,3543.444109014661,0
2022-02-27,S08000017,853,717,136,11,1,0.1594372801875732,0.8405627198124267,1,Dumfries & Galloway,8,2,2022,1,1,0,3,1,0,1,0.2037735849056604,0.209090909090909,0.126099706744868,0.2068511198945981,795.0,682.0,0.1795871010555066,0.1869090638784349,0.037931531330329,0.209090909090909,0.0791834209712341,24.3,0,148,5.763513513513513,26.25,0,33,9,2817.8209777777656,3303.4243584733476,0
